key,content
S157,"Title: ""Public Servant""
Desc: The words ""public servant"" denote a person falling under any of the descriptions hereinafter following; namely:- 1 [...] Second.- Every Commissioned Officer in the Military, 2 [Naval or Air] Forces 3 [4 [...] of India]; 5 [Third - Every Judge including any person empowered by law to discharge, whether by himself or as a member of any body of persons, any adjudicatory functions;] Fourth - Every officer of a Court of Justice 6 [(including a liquidator, receiver or commissioner)] whose duty it is, as such officer, to investigate or report on any matter of law or fact, or to make, authenticate, or keep any document, or to take charge or dispose of any property, or to execute any judicial process, or to administer any oath, or to interpret, or to preserve order in the Court, and every person specially authorized by a Court of Justice to perform any of such duties; Fifth - Every juryman, assessor, or member of a panchayat assisting a Court of Justice or public servant; Sixth - Every arbitrator or other person to whom any cause or matter has been referred for decision or report by any Court of Justice, or by any other competent public authority; Seventh - Every person who holds any office by virtue of which he is empowered to place or keep any person in confinement; Eighth - Every officer of 7 [the Government] whose duty it is, as such officer, to prevent offences, to give information of offences, to bring offenders to justice, or to protect the public health, safety or convenience; Ninth - Every officer whose duty it is, as such officer, to take, receive, keep or expend any property on behalf of 8 [the Government], or to make any survey, assessment or contract on behalf of 9 [the Government], or to execute any revenue process, or to investigate, or to report, on any matter affecting the pecuniary interests of 10 [the Government], or to make, authenticate or keep any document relating to the pecuniary interests of 11 [the Government], or to prevent the infraction of any law for the protection of the pecuniary interests of 12 [the Government] 13 [...]; Tenth - Every officer whose duty it is, as such officer, to take, receive, keep or expend any property, to make any survey or assessment or to levy any rate or tax for any secular common purpose of any village, town or district, or to make, authenticate or keep any document for the ascertaining of the rights of the people of any village, town or district; 14 [Eleventh - Every person who holds any office in virtue of which he is empowered to prepare, publish, maintain or revise an electoral roll or to conduct an election or part of an election;] 15 [Twelfth - Every person- (a) in the service or pay of the Government or remunerated by fees or commission for the performance of any public duty by the Government; (b) in the service or pay of a local authority, a corporation established by or under a Central, Provincial or State Act or a Government company as defined in section 617 of the Companies Act, 1956 (1 of 1956).] Illustration A Municipal Commissioner is a public servant. Explanation 1 - Persons falling under any of the above descriptions are public servants, whether appointed by the Government or not. Explanation 2 - Wherever the words ""public servant"" occur, they shall be understood of every person who is in actual possession of the situation of a public servant, whatever legal defect there may be in his right to hold that situation. 16 [Explanation 3 - The word ""election"" denotes an election for the purpose of selecting members of any legislative, municipal or other public authority, of whatever character, the method of selection to which is by, or under, any law prescribed as by election.] 17 [...] STATE AMENDMENT 18 Rajasthan In section 21, after clause twelfth, the following new clause shall be added, namely:- ""Thirteenth - Every person employed or engaged by any public body in the conduct and supervision of any examination recognised or approved under any law. Explanation - The expression 'Public Body' includes- (a) a University, Board of Education or other body, either established by or under a Central or State Act or under the provisions of the Constitution of India or constituted by the Government; and (b) a local authority."" Clause First omitted by the A.O. 1950. Substituted by Act 10 of 1927, section 2 and Schedule I, for ""or Naval"". The original words ""of the Queen while serving under the Government of India or any Government"" have successively been amended by the A.O. 1937, the A.O. 1948 and the A.O. 1950 to read as above. The words ""of the Dominion"" omitted by the A.O. 1950. Substituted by Act 40 of 1964, section 2, for the former clause (w.e.f. 18-12-1964). Inserted by Act 40 of 1964, section 2 (w.e.f. 18-12-1964). Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Substituted by the A.O. 1950, for ""the Crown"" which had been Substituted by the A.O. 1937, for ""Government"". Certain words omitted by Act 40 of 1964 section 2 (w.e.f. 18-12-1964). Inserted by Act 39 of 1920, section 2. Substituted by Act 40 of 1964, section 2, for the former clause (w.e.f. 18-12-1964). Inserted by Act 39 of 1920, section 2. Explanation 4 Inserted by Act 2 of 1958, section 2 (w.e.f. 12-2-1958) and omitted by Act 40 of 1964, section 2 (w.e.f. 18-12-1964). Vide Rajasthan Act, 4 of 1993, section 2 (w.e.f. 11-2-1993).
"
S99,"Title: Power to make orders detaining certain persons
Desc: (1) The Central Government or the State Government or any officer of the Central Government, not below the rank of a Joint Secretary to that Government, specially empowered for the purposes of this section by that Government, or any officer of the State Government, not below the rank of a Secretary to that Government, specially empowered for the purposes of this section by that Government, may, if satisfied, with respect to any person (including a foreigner), that, with a view to preventing him from acting in any manner prejudicial to the conservation or augmentation of foreign exchange or with a view to preventing him from- (i) smuggling goods, or (ii) abetting the smuggling of goods, or (iii) engaging in transporting or concealing or keeping smuggled goods, or (iv) dealing in smuggled goods otherwise than by engaging in transporting or concealing or keeping smuggled goods, or (v) harbouring persons engaged in smuggling goods or in abetting the smuggling of goods, it is necessary so to do, make an order directing that such person be detained: 1 [Provided that no order of detention shall be made on any of the grounds specified in this sub-section on which an order of detention may be made under section 3 of the Prevention of Illicit Traffic in Narcotic Drugs and Psychotropic Substances Act, 1988 or under section 3 of the Jammu and Kashmir Prevention of Illicit Traffic in Narcotic Drugs and Psychotropic Substances Ordinance, 1988 (J and K Ordinance, 1 of 1988).] (2) When any order of detention is made by a State Government or by an officer empowered by a State Government, the State Government shall, within ten days, forward to the Central Government a report in respect of the order. (3) For the purposes of clause (5) of article 22 of the Constitution , the communication to a person detained in pursuance of a detention order of the grounds on which the order has been made shall be made as soon as may be after the detention, but ordinarily not later than five days, and in exceptional circumstances and for reasons to be recorded in writing, not later than fifteen days, from the date of detention. Added by Act No. 46 of 1988 , Section 15 with effect from . 4-7-1988.
"
S59,"Title: Formation of new States and alteration of areas, boundaries or names of existing States
Desc: Parliament may by law- (a) form a new State by separation of territory from any State or by uniting two or more States or parts of States or by uniting any territory to a part of any State; (b) increase the area of any State; (c) diminish the area of any State; (d) alter the boundaries of any State; (e) alter the name of any State: 1 Provided that no Bill for the purpose shall be introduced in either House of Parliament except on the recommendation of the President and unless, where the proposal contained in the Bill affects the area, boundaries or name of any of the States 2 , the Bill has been referred by the President to the Legislature of that State for expressing its views thereon within such period as may be specified in the reference or within such further period as the President may allow and the period so specified or allowed has expired. 3 [Explanation I.-In this Article , in clauses (a) to (e), ""State"" includes a Union territory, but in the proviso, ""State"" does not include a Union territory. Explanation II.- The power conferred on Parliament by clause (a) includes the power to form a new State or Union territory by uniting a part of any State or Union territory to any other State or Union territory.] Substituted by the Constitution (Fifth Amendment) Act, 1955 , Section 2, for the proviso. (w.e.f. 24-12-1995) The words and letters ""specified in Part A or Part B of the First Schedule"" omitted by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule (1-11-1996) Inserted by the Constitution (Eighteenth Amendment) Act, 1966 , Section 2. (w.e.f. 27-8-1966)
"
S2,"Title: Punishment for murder
Desc: Whoever commits murder shall be punished with death, or 1 [imprisonment for life], and shall also be liable to fine. Substituted by Act 26 of 1955, section 117 and Schedule, for ""transportation for life"" (w.e.f. 1-1-1956).
"
S85,"Title: Citizenship at the commencement of the Constitution
Desc: At the commencement of this Constitution, every person who has his domicile in the territory of India and- (a) who was born in the territory of India; or b) either of whose parents was born in the territory of India; or (c) who has been ordinarily resident in the territory of India for not less than five years immediately preceding such commencement, shall be a citizen of India.
"
S176,"Title: Protection of interests of minorities
Desc: (1) Any section of the citizens residing in the territory of India or any part thereof having a distinct language, script or culture of its own shall have the right to conserve the same. (2) No citizen shall be denied admission into any educational institution maintained by the State or receiving aid out of State funds on grounds only of religion, race, caste, language or any of them.
"
S35,"Title: Punishment for certain offences
Desc: 1 [(1) Whoever- (a) manufactures, sells, transfers, converts, repairs, tests or proves, or exposes or offers for sale or transfer, or has in his possession for sale, transfer, conversion, repair, test or proof, any arms or ammunition in contravention of section 5; or (b) shortens the barrel of a firearm or converts an imitation firearm into a firearm in contravention of section 6; or 2 [...] (d) brings into, or takes out of, India, any arms or ammunition of any class or description in contravention of section 11, shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to seven years and shall also be liable to fine 3 [(1A) Whoever acquires, has in his possession or carries any prohibited arms or prohibited ammunition in contravention in section 7 shall be punishable with imprisonment for a term which shall not be less than five years, but which may extend to ten years and shall also be liable to fine. (1AAA) Whoever manufacturers, sells, transfers, converts, repairs, tests or proves, or exposes or officers for sales or transfer or has in his possession for sale, transfer, conversion, repair, test or proof, any prohibited arms or prohibited ammunition in contravention of section 7 shall be punishable with imprisonment for a term which shall not be less than seven years but which may extent to imprisonment for life and shall also be liable to fine.] 4 [ (1AAA)] Whoever has in contravention of a notification issued under section 24A in his possession or in contravention of a notification issued under section 24B carries or otherwise has in his possession, any arms or ammunition shall be punishable with imprisonment for a term which shall not be less than 5 [three years, but which may extend to seven years] and shall also be liable to fine. (1B) Whoever- (a) acquires, has in his possession or carries any firearm or ammunition in contravention of section 3; or (b) acquires, has in his possession or carries in any place specified by notification under section 4 any arms of such class or description as has been specified in that notification in contravention of that section; or (c) sells or transfers any firearm which does not bear the name of the maker, manufacture's number or other identification mark stamped or otherwise shown thereon as required by sub-section (2) of section 8 or does any act in contravention of sub-section (1) of that section; or (d) being a person to whom sub-clause (ii) or sub-clause (iii) of clause (a) of sub-section (1) of section 9 applies, acquires, has in his possession or carries any firearm or ammunition in contravention of that section; or (e) sells or transfers, or converts, repairs, tests or proves any firearm or ammunition in contravention of clause (b) of sub-section (1) of section 9; or (f) brings into, or takes out of India, any arms or ammunition in contravention of section 10; or (g) transports any arms or ammunition in contravention of section 12; or (h) fails to deposit arms or ammunition as required by sub-section (2) of section 3, or sub-section (1) of section 21; or (i) being a manufacturer of, or dealer in, arms or ammunition, fails, on being required to do so by rules made under section 44, to maintain a record or account or to make therein all such entries as are required by such rules or intentionally makes a false entry therein or prevents or obstructs the inspection of such record or account or the making of copies of entries therefrom or prevents or obstructs the entry into any premises or other place where arms or ammunition are or is manufactured or kept or intentionally fails to exhibit or conceals such arms or ammunition or refuses to point out where the same are or is manufactured or kept, shall be punishable with imprisonment for a term which shall not be less than 6 [one year] but which may extend to three years and shall also be liable to fine: Provided that the Court may for any adequate and special reasons to be recorded in the judgment impose a sentence of imprisonment for a term of less than 7 [one year]: (b) for sub-section (3), the following sub-section shall be substituted, namely:- 8 ""[(3) Whoever sells or transfers any firearm, ammunition or other arms- (i) without informing the district magistrate having jurisdiction or the officer in charge of the nearest police station, of the intended sale or transfer of that firearm, ammunition or other arms; or (ii) before the expiration of the period of forty-five days from the date of giving such information to such district magistrate or the officer in charge of the police station, in contravention of the provisions of clause (a) or clause (b) of the proviso to sub-section (2) of section 5, shall be punishable with imprisonment for a term which may extend to six months, or with fine of an amount which may extend to five hundred rupees, or with both.""] (2) Whoever being a person to whom sub-clause (i) of clause (a) of sub-section (1) of section 9 applies, acquires, has in his possession or carries any firearm or ammunition in contravention of that section shall be punishable with imprisonment for a term which may extend to one year, or with fine, or with both. (3) Whoever having sold or transferred any firearms or ammunition or other arms under the proviso to section 5 fails to inform the district magistrate having jurisdiction or the officer in charge of the nearest police station, of such sale or transfer shall be punishable with imprisonment for a term which may extend to six months, or with fine of an amount which may extend to five hundred rupees, or with both. (4) Whoever fails to deliver-up a licence when so required by the licensing authority under sub-section (1) of section 17 for the purpose of varying the conditions specified in the licence of fails to surrender a licence to the appropriate authority under sub-section (10) of that section on its suspension or revocation shall be punishable with imprisonment for a term which may extend to six months, or with fine of an amount which may extend to five hundred rupees, or with both. (5) Whoever, when required under section 19 to give his name and address, refuses to give such name and address or gives a name or address which subsequently transpires to be false shall be punishable with imprisonment for a term which may extend to six months, or with fine of an amount which may extend to two hundred rupees, or with both.9 [(1C) Notwithstanding anything contained in sub-section (1B), whoever commits an offence punishable under that sub-section in any disturbed area shall be punishable with imprisonment for a term which shall not be less than three years but which may extend to seven years and shall also be liable to fine. Explanation.- For the purposes of this sub-section, ""disturbed area"" means any area declared to be a disturbed area under any enactment, for the time being in force, making provision for the suppression of disorder and restoration and maintenance of public order, and includes any areas specified by notification under section 24A or section 24B.'] Substituted by Arms (Amendment) Act, 1983, Section 8, (w.r.e.f. 22-06-1983). Omitted by Arms (Amendment) Act, 1988, (Act 42 of 1988), Section 5 (w.e.f. 27-05-1988). Inserted by Arms (Amendment) Act, 1988, Section 5 (w.e.f. 27-05-1988). Substituted by Arms (Amendment) Act, 1988, Section 5 (w.e.f. 27-05 1988). Substituted by Arms (Amendment) Act, 1985, Section 25 (w.e.f. 28-05-1985). Substituted by Arms (Amendment) Act, 1985, Section 25 (w.e.f. 28-05-1985). Substituted by Arms (Amendment) Act, 1985, Section 25 (w.e.f. 28-05-1985). Substituted by Arms (Amendment) Act, 1983, Section 8, (w.r.e.f. 22-06-1983). Inserted by Arms (Amendment) Act, 1985, Section 25 (w.e.f. 28-05-1985).
"
S42,"Title: Reference of disputes to Boards, Courts or Tribunals
Desc: (1) 1 [Where the appropriate Government is of opinion that any industrial dispute exists or is apprehended, it may at any time], by order in writing- (a) refer the dispute to a Board for promoting a settlement thereof; or (b) refer any matter appearing to be connected with or relevant to the dispute to a court for inquiry; or 2 [(c) refer the dispute or any matter appearing to be connected with, or relevant to, the dispute, if it relates to any matter specified in the Second Schedule, to a Labour court for adjudication; or (d) refer the dispute or any matter appearing to be connected with, or relevant to, the dispute, whether it relates to any matter specified in the Second Schedule or the Third Schedule, to a Tribunal for adjudication : Provided that where the dispute relates to any matter specified in the Third Schedule and is not likely to affect more than one hundred workmen, the appropriate Government may, if it so thinks fit, make the reference to a Labour Court under clause (c):] 3 [Provided further that] where the dispute relates to a public utility service and a notice under section 22 has been given, the appropriate Government shall, unless it considers that the notice has been frivolously or vexatiously given or that it would be inexpedient so to do, make a reference under this subsection notwithstanding that any other proceedings under this Act in respect of the dispute may have commenced: 4 [Provided also that where the dispute in the relation to which the Central Government is the appropriate Government, it shall be competent for the Government to refer the dispute to a Labour Court or an Industrial Tribunal, as the case may be, constituted by the State Government.] 5 [(1A) Where the Central Government is of opinion that any industrial dispute exists or is apprehended and the dispute involves any question of national importance or is of such a nature that industrial establishments situated in more than one State are likely to be interested in, or affected by, such dispute and that the dispute should be adjudicated by a National Tribunal, then, the Central Government may, whether or not it is the appropriate Government in relation to that dispute, at any time, by order in writing, refer the dispute or any matter appearing to be connected with, or relevant to, the dispute, whether it relates to any matter specified in the Second Schedule or the Third Schedule, to a National Tribunal for adjudication.] (2) Where the parties to an industrial dispute apply in the prescribed manner, whether jointly or separately, for a reference of the dispute to a Board, Court, 6 [Labour Court, Tribunal or National Tribunal], the appropriate Government, if satisfied that the persons applying represent the majority of each party, shall make the reference accordingly. 7 [(2A) An order referring an industrial dispute to a Labour Court, Tribunal or National Tribunal under this section shall specify the period within which such Labour Court, Tribunal or National Tribunal shall submit its award on such dispute to the appropriate Government: Provided that where such industrial dispute is connected with an individual workman, no such period shall exceed three months: Provided further that where the parties to an industrial dispute apply in the prescribed manner, whether jointly or separately, to the Labour Court, Tribunal or National Tribunal for extension of such period or for any other reason, and the presiding officer of such Labour Court, Tribunal or National Tribunal considers it necessary or expedient to extend such period, he may for reasons to be recorded in writing, extend such period by such further period as he may think fit : Provided also that in computing any period specified in this subsection, the period, if any, for which the proceedings before the Labour Court, Tribunal or National Tribunal had been stayed by any injunction or order of a Civil Court shall be excluded: Provided also that no proceedings before a Labour Court, Tribunal or National Tribunal shall lapse merely on the ground that any period specified under this subsection had expired without such proceedings being completed.] (3) Where an industrial dispute has been referred to a Board,8 [Labour Court. Tribunal or National Tribunal] under this section, the appropriate Government may by order prohibit the continuance of any strike or lockout in connection with such dispute which may be in existence on the date of the reference. 9 [(4) Where in an order referring an industrial dispute to 10 [a Labour Court, Tribunal or National Tribunal] under this section or in a subsequent order, the appropriate Government has specified the points of dispute for adjudication, 11 [the Labour Court or the Tribunal or the National Tribunal, as the case may be,] shall confine its adjudication to those points and matters incidental thereto. (5) Where a dispute concerning any establishment or establishments has been, or is to be, referred to a12 [Labour Court, Tribunal or National Tribunal] under this section and the appropriate Government is of opinion, whether on an application made to it in this behalf or otherwise, that the dispute is of such a nature that any other establishment, group or class of establishments of a similar nature is likely to be interested in, or affected by, such dispute, the appropriate Government may, at the time of making the reference or at any time thereafter but before the submission of the award, include in that reference such establishment, group or class of establishments, whether or not at the time of such inclusion any dispute exists or is apprehended in that establishment, group or class of establishments.] 13 [(6) Where any reference has been made under subsection (IA) to a National Tribunal then notwithstanding anything contained in this Act, no Labour Court or Tribunal shall have jurisdiction to adjudicate upon any matter which is under adjudication before the National Tribunal, and accordingly, (a) if the matter under adjudication before the National Tribunal is pending in a proceeding before a Labour Court or Tribunal, the proceeding before the Labour Court or the Tribunal, as the case may be, in so far as it relates to such matter, shall be deemed to have been quashed on such reference to the National Tribunal; and (b) it shall not be lawful for the appropriate Government to refer the matter under adjudication before the National Tribunal to any Labour Court or Tribunal for adjudication during the pendency of the proceeding in relation to such matter before the National Tribunal. 14 Explanation :- In this subsection, ""Labour Court"" or ""Tribunal"" includes any Court or Tribunal or other authority constituted under any law relating to investigation and settlement of industrial disputes in force in any State.] (7) Where any industrial dispute, in relation to which the Central Government is not the appropriate Government, is referred to a National Tribunal, then, notwithstanding anything contained in this Act, any reference in section 15, section 17, section 19, section 33A, section 33B and section 36A to the appropriate Government in relation to such dispute shall be construed as a reference to the Central Government but, save as aforesaid and as otherwise expressly provided in this Act, any reference in any other provision of this Act to the appropriate Government in relation to that dispute shall mean a reference to the State Government.] 15 [(8) No proceedings pending before a Labour Court, Tribunal or National Tribunal in relation to an industrial dispute shall lapse merely by reason of the death of any of the parties to the dispute being a workman, and such Labour Court, Tribunal or National Tribunal shall complete such proceedings and submit its award to the appropriate Government.] STATE AMENDMENTS Delhi.—In section 10, after sub-section (4), insert the following sub-section, namely — ""(4A) Notwithstanding anything contained in section 9C and in this section, in the case of a dispute falling within the scope of section 2A, the individual workman concerned may within twelve months from the date of communication to him of the order of discharge, dismissal, retrenchment or termination or the date of commencement of the Industrial Disputes (Delhi Amendment) Act, 2003, whichever, is later, apply in the prescribed manner, to the Labour Court or the Tribunal, as the case may be, for adjudication of the dispute and the Labour Court or Tribunal, as the case may be, shall dispose of such application in the same manner as a dispute referred under sub-section (1)."" [Vide Delhi Act 9 of 2003, sec. 2 (w.e.f. 22-8-2003).] Karnataka.—In section 10, after sub-section (4), insert the following sub-section, namely — ""(4A) Notwithstanding anything contained in section 9C and in this section, in the case of a dispute falling within the scope of section 2A, the individual workman concerned may, within six months from the date of communication to him of the order of discharge, dismissal, retrenchment or termination or the date of commencement of the Industrial Disputes (Karnataka Amendment) Act. 1987. whichever is later, apply, in the prescribed manner, to the Labour Court tor adjudication of the dispute and the Labour Court shall dispose of such application in the same manner as a dispute referred under sub-section (1). Note.—An application under sub-section (4A), may be made even in respect of a dispute pending consideration of the Government for reference, on the date of commencement of the Industrial Disputes (Karnataka Amendment) Act, 1987 "" [Vide Karnataka Act 3 of 1988, sec. 2 (w.e.f. 7-4-1988).] Maharashtra.—In section 10, in sub-section (2), after the words ""appropriate Government"", insert the words ""on such application being made by a Union recognised fur any undertaking under any law for the time being in force, and in any other case"" [Vide Maharashtra Act 1 of 1972, Sch. I, item 2.] Tamil Nadu.—In section 10, after sub-section (2) insert the following sub-section, namely:— ""(2A) Notwithstanding anything contained in sub-sections (1) and (2) where a Tribunal has been constituted under this Act for the adjudication of disputes in any specified industry or industries and a dispute exists or is apprehended in any such industry, the employer or a majority of the workmen concerned may refer the dispute to that Tribunal."" [Vide Tamil Nadu Act 12 of 1949, sec. 3 (w.e.f. 14-6-1949).] West Bengal.—In section 10, after sub-section (1A), insert the following sub-section, namely:— ""(1B) (a) Notwithstanding anything contained elsewhere in this Act, where in a conciliation proceeding of an industrial dispute relating to an individual workman, no settlement is arrived at within a period of sixty days from the date of raising of the dispute, the party raising the dispute may apply to the conciliation officer in such manner and in such form as may be prescribed, for a certificate about the pendency of the conciliation proceedings, (b) The conciliation officer shall, on receipt of the application under clause (a), issue a certificate within seven days from the date of receipt in such manner in such form and containing such particulars as may be prescribed. A copy of the certificate shall also be sent to the appropriate Government for information. (c) The party may, within a period of sixty days from the receipt of such certificate or, where such certificate has not been issued within seven days as aforesaid within a period of sixty days commencing from the day immediately after the expiry of seven days as aforesaid, file an application in such form and in such manner and with such particulars of demands as may be prescribed, to such Labour Court or Tribunal as may be specified by the appropriate Government by notification. Different Labour Courts or Tribunals may be specified for different areas or different classes of industries. (d) The Labour Court or Tribunal specified under clause (c) shall, within a period of thirty days from the date of receipt of an application under clause (c), give a hearing to the parties and frame the specific issues in dispute, and shall thereafter proceed to adjudicate on the issues so framed as if it were an industrial dispute referred to in sub-section (1)."" [Vide West Bengal Act 33 of 1989, sec. 4 (w.e.f. 8-12-1989).] Substituted by Act 18 of 1952 , section 3, for ""If any industrial dispute exists or is apprehended, the appropriate Government may"" w.e.f. 4-3-1952. Substituted by Act 36 of 1956 , section 7, for clause (c) with effect from . 10-3-1957. Substituted by Act 36 of 1956 , section 7, for clause (c) with effect from . 10-3-1957. Inserted by Act 46 of 1982 , section 8 with effect from . 21-8-1984. Inserted by Act 36 of 1956 , section 7 with effect from . 10-3-1957. Substituted by Act 36 of 1956 , section 7, for ""or Tribunal"" with effect from . 10-3-1957. Inserted by Act 46 of 1982 , section 8, with effect from . 21-8-1984. Substituted by Act 36 of 1956 , section 7, for ""or Tribunal"" with effect from . 10-3-1957. Inserted by Act 18 of 1952 , section 3 w.e.f. 4-3-1952. Substituted by Act 36 of 1956 , section 7, for ""a Tribunal"" with effect from . 10-3-1957. Substituted by Act 36 of 1956 , section 7, for ""a Tribunal"" with effect from . 10-3-1957. Substituted by Act 36 of 1956 , section 7, for ""a Tribunal"" with effect from . 10-3-1957. Inserted by Act 36 of 1956 , section 7 with effect from . 10-3-1957. Inserted by Act 36 of 1964 , section 5 with effect from . 15-12-1964. Inserted by Act 46 of 1982 , section 8 with effect from . 21-8-1984.
"
S84,"Title: Inconsistency between laws made by Parliament and laws made by the Legislatures of States
Desc: (1) If any provision of a law made by the Legislature of a State is repugnant to any provision of a law made by Parliament which Parliament is competent to enact, or to any provision of an existing law with respect to one of the matters enumerated in the Concurrent List, then, subject to the provisions of clause (2), the law made by Parliament, whether passed before or after the law made by the Legislature of such State, or, as the case may be, the existing law, shall prevail and the law made by the Legislature of the State shall, to the extent of the repugnancy, be void. (2) Where a law made by the Legisalture of a State 1 [...] with respect to one of the matters enumerated in the Concurrent List contains any provision repugnant to the provisions of an earlier law made by Parliament or an existing law with respect to that matter, then, the law so made by the Legislature of such State shall, if it has been reserved for the consideration of the President and has received his assent, prevail in that State: Provided that nothing in this clause shall prevent Parliament from enacting at any time any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State. The words and letters ""specified in Part A or Part B of the First Schedule"" omitted by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule, (w.e.f. 1-11-1956)
"
S133,"Title: Definition of ""Government Company""
Desc: For the purposes of 1 [this Act] Government company means any company in which not less than fifty-one per cent of the 2 [paid up share capital] is held by the Central Government, or by any State Government or Governments, or partly by the Central Government and partly by one or more State Governments 3 [and includes a company which is a subsidiary of a Government company as thus defined]. Substituted by Act 65 of 1960 , Section 198, for ""sections 618, 619 and 620"" with effect from . 28-12-1960. Substituted by Act 65 of 1960 , Section 198, for ""share capital"" with effect from . 28-12-1960 Added by Act 65 of 1960 , Section 198 with effect from . 28-12-1960.
"
S130,"Title: Extent of laws made by Parliament and by the Legislatures of States
Desc: (1) Subject to the provisions of this Constitution, Parliament may make laws for the whole or any part of the territory of India, and the Legislature of a State may make laws for the whole or any part of the State. (2) No law made by Parliament shall be deemed to be invalid on the ground that it would have extra-territorial operation.
"
S74,"Title: Conditions precedent to retrenchment of workmen
Desc: No workman employed in any industry who has been in continuous service for not less than one year under an employer shall be retrenched by that employer until (a) the workman has been given one month's notice in writing indicating the reasons for retrenchment and the period of notice has expired, or the workman has been paid in lieu of such notice, wages for the period of the notice; 1 [...] (b) the workman has been paid, at the time of retrenchment, compensation which shall be equivalent to fifteen days' average pay 2 [for every completed year of continuous service] or any part thereof in excess of six months; and (c) notice in the prescribed manner is served on the appropriate Government 3 [or such authority as may be specified by the appropriate Government by notification in the Official Gazette] Proviso omitted by Act 49 of 1984 , section 32 with effect from . 18-8-1984. Substituted by Act 36 of 1964 , section 14, for ""for every completed year of service"" with effect from . 15-12-1964. Inserted by Act 36 of 1964 , section 14 with effect from . 15-12-1964.
"
S165,"Title: Dishonestly receiving stolen property
Desc: Whoever dishonestly receives or retains any stolen property, knowing or having reason to believe the same to be stolen property, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both. STATE AMENDMENT 1 [Tamil Nadu: Section 411 of principal Act shall be renumbered as sub-section (i) of that section and after sub-section (1) as so renumbered, the following sub-section shall be added, namely:- ""(2) Whoever dishonestly receives or retains any idol or icon stolen from any building used as a place of worship knowing or having reason to believe the same to be stolen property shall, notwithstanding anything contained in sub-section (1), be punished with rigorous imprisonment which shall not be less than two years but which shall not be less than two thousand rupees: Provided that the court may, for adequate and special reasons to be mentioned in the judgment, impose a sentence of imprisonment for a term of less than two years,""]. Vide Tamil Nadu Act 28 of 1993, section 3 (w.e.f. 13-7-1993).
"
S95,"Title: Public servant taking gratification other than legal remuneration in respect of an official Act
Desc: Whoever, being, or expecting to be a public servant, accepts or obtains or agrees to accept or attempts to obtain from any person, for himself or for any other person, any gratification whatever, other than legal remuneration, as a motive or reward for doing or forbearing to do any official act or for showing or forbearing to show, in the exercise of his official functions, favour or disfavour to any person or for rendering or attempting to render any service or disservice to any person, with the Central Government or any State Government or Parliament or the Legislature of any State or with any local authority, corporation or Government company referred to in clause (c) of section 2, or with any public servant, whether named or otherwise, shall be punishable with imprisonment which shall be not less than 1 [three years] but which may extend to 2 [seven years] and shall also be liable to fine. Explanations.- - (a) ""Expecting to be a public servant."" If a person not expecting to be in office obtains a gratification by deceiving others into a belief that he is about to be in office, and that he will then serve them, he may be guilty of cheating, but he is not guilty of the offence defined in this section. (b) ""Gratification."" The word 'gratification"" is not restricted to pecuniary gratifications or to gratifications estimable in money. (c) ""Legal remuneration."" The words ""legal remuneration"" are not restricted to remuneration which a public servant can lawfully demand, but include all remuneration which he is permitted by the Government or the organisation, which he serves, to accept. (d) ""A motive or reward for doing."" A person who receives a gratification as a motive or reward for doing what he does not intend or is not in a position to do, or has not done, comes within this expression. (e) Where a public servant induces a person erroneously to believe that his influence with the Government has obtained a title for that person and thus induces that person to give the public servant, money or any other gratification as a reward for this service, the public servant has committed an offence under this section. Substituted by the Lokpal and Lokayuktas Act, 2013 (1 of 2014) for the words ""six months"". Substituted by the Lokpal and Lokayuktas Act, 2013 (1 of 2014) for the words ""five years"".
"
